Vehicle,Time
Vehicle1,13:28:07
Vehicle1,13:28:07
Vehicle1,13:28:07
Vehicle1,13:28:07
Vehicle1,13:28:07
Vehicle1,13:28:07
Vehicle1,13:28:07
Vehicle1,13:28:07
Vehicle1,13:28:07
Vehicle2,13:28:07
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle1,13:28:08
Vehicle1,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:08
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:09
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle2,13:28:10
Vehicle0,13:28:10
Vehicle0,13:28:10
Vehicle0,13:28:10
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:11
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:12
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:13
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:14
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:15
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle0,13:28:16
Vehicle1,13:28:17
Vehicle0,13:28:17
Vehicle0,13:28:17
Vehicle0,13:28:17
Vehicle1,13:28:17
Vehicle0,13:28:17
Vehicle0,13:28:17
Vehicle1,13:28:17
Vehicle2,13:28:17
Vehicle2,13:28:17
Vehicle2,13:28:17
Vehicle2,13:28:17
Vehicle2,13:28:17
Vehicle2,13:28:17
Vehicle2,13:28:17
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:18
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:19
Vehicle2,13:28:20
Vehicle2,13:28:20
Vehicle2,13:28:20
Vehicle2,13:28:20
Vehicle2,13:28:20
Vehicle0,13:28:20
Vehicle2,13:28:20
Vehicle2,13:28:20
Vehicle0,13:28:20
Vehicle1,13:28:20
Vehicle0,13:28:20
Vehicle0,13:28:20
Vehicle0,13:28:20
Vehicle0,13:28:20
Vehicle0,13:28:20
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:21
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:22
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:23
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:24
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:25
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:26
Vehicle0,13:28:27
Vehicle0,13:28:27
Vehicle0,13:28:27
Vehicle0,13:28:27
Vehicle0,13:28:27
Vehicle0,13:28:27
Vehicle0,13:28:27
Vehicle0,13:28:27
Vehicle0,13:28:27
Vehicle0,13:28:27
