time_of_day,day_of_week,vehicle_count_north,vehicle_count_south,vehicle_count_east,vehicle_count_west,green_light_north,green_light_south,green_light_east,green_light_west,yellow_light_north,yellow_light_south,yellow_light_east,yellow_light_west,red_light_north,red_light_south,red_light_east,red_light_west
6,5,57,79,93,56,64.54545454545455,77.87878787878788,86.36363636363637,63.93939393939394,5,5,5,5,-177.72727272727275,-177.72727272727275,-177.72727272727275,-177.72727272727275
18,4,11,15,72,17,36.666666666666664,39.09090909090909,73.63636363636364,40.303030303030305,5,5,5,5,-74.69696969696969,-74.69696969696969,-74.69696969696972,-74.69696969696969
21,3,2,53,20,50,31.21212121212121,62.121212121212125,42.121212121212125,60.303030303030305,5,5,5,5,-80.75757575757578,-80.75757575757578,-80.75757575757578,-80.75757575757578
1,6,17,94,83,47,40.303030303030305,86.96969696969697,80.3030303030303,58.484848484848484,5,5,5,5,-151.06060606060606,-151.06060606060606,-151.06060606060606,-151.06060606060606
9,2,39,88,82,65,53.63636363636364,83.33333333333333,79.69696969696969,69.39393939393939,5,5,5,5,-171.06060606060606,-171.06060606060606,-171.060606060606,-171.06060606060606
12,6,20,76,82,95,42.121212121212125,76.06060606060606,79.69696969696969,87.57575757575756,5,5,5,5,-170.45454545454544,-170.45454545454544,-170.45454545454544,-170.45454545454544
20,6,14,69,11,7,38.484848484848484,71.81818181818181,36.666666666666664,34.24242424242424,5,5,5,5,-66.21212121212122,-66.21212121212122,-66.21212121212122,-66.21212121212119
5,7,96,43,36,21,88.18181818181819,56.06060606060606,51.81818181818182,42.72727272727273,5,5,5,5,-123.78787878787878,-123.78787878787878,-123.78787878787878,-123.78787878787878
11,7,98,72,41,5,89.3939393939394,73.63636363636364,54.848484848484844,33.03030303030303,5,5,5,5,-135.90909090909093,-135.90909090909093,-135.9090909090909,-135.9090909090909
11,2,25,44,16,75,45.151515151515156,56.666666666666664,39.696969696969695,75.45454545454545,5,5,5,5,-101.96969696969694,-101.96969696969694,-101.96969696969694,-101.96969696969697
19,6,7,99,47,56,34.24242424242424,90.0,58.484848484848484,63.93939393939394,5,5,5,5,-131.66666666666669,-131.66666666666669,-131.66666666666666,-131.66666666666669
10,3,99,55,27,35,90.0,63.333333333333336,46.36363636363636,51.21212121212121,5,5,5,5,-135.9090909090909,-135.9090909090909,-135.90909090909093,-135.90909090909093
22,4,93,83,40,78,86.36363636363637,80.3030303030303,54.24242424242424,77.27272727272728,5,5,5,5,-183.18181818181824,-183.18181818181824,-183.18181818181824,-183.1818181818182
6,2,86,81,98,91,82.12121212121212,79.0909090909091,89.3939393939394,85.15151515151516,5,5,5,5,-220.75757575757575,-220.75757575757575,-220.75757575757575,-220.75757575757575
0,5,41,56,46,56,54.848484848484844,63.93939393939394,57.878787878787875,63.93939393939394,5,5,5,5,-125.6060606060606,-125.6060606060606,-125.6060606060606,-125.6060606060606
0,6,43,20,17,48,56.06060606060606,42.121212121212125,40.303030303030305,59.09090909090909,5,5,5,5,-82.57575757575759,-82.57575757575759,-82.57575757575759,-82.57575757575759
19,2,13,67,77,44,37.87878787878788,70.60606060606061,76.66666666666666,56.666666666666664,5,5,5,5,-126.81818181818181,-126.81818181818181,-126.81818181818178,-126.81818181818181
12,1,77,49,98,81,76.66666666666666,59.6969696969697,89.3939393939394,79.0909090909091,5,5,5,5,-189.84848484848487,-189.84848484848487,-189.84848484848487,-189.84848484848487
8,1,1,32,70,65,30.606060606060606,49.39393939393939,72.42424242424242,69.39393939393939,5,5,5,5,-106.81818181818181,-106.81818181818181,-106.81818181818181,-106.81818181818181
2,7,36,90,12,76,51.81818181818182,84.54545454545455,37.27272727272727,76.06060606060606,5,5,5,5,-134.69696969696972,-134.69696969696972,-134.6969696969697,-134.69696969696972
6,4,68,6,81,44,71.21212121212122,33.63636363636364,79.0909090909091,56.666666666666664,5,5,5,5,-125.6060606060606,-125.6060606060606,-125.6060606060606,-125.6060606060606
5,3,37,69,12,78,52.42424242424242,71.81818181818181,37.27272727272727,77.27272727272728,5,5,5,5,-123.78787878787881,-123.78787878787881,-123.78787878787878,-123.78787878787878
7,4,40,14,99,19,54.24242424242424,38.484848484848484,90.0,41.515151515151516,5,5,5,5,-109.24242424242425,-109.24242424242425,-109.24242424242425,-109.24242424242425
8,4,61,81,30,63,66.96969696969697,79.0909090909091,48.18181818181819,68.18181818181819,5,5,5,5,-147.42424242424244,-147.42424242424244,-147.42424242424244,-147.42424242424244
4,4,59,31,1,92,65.75757575757575,48.78787878787879,30.606060606060606,85.75757575757575,5,5,5,5,-115.90909090909088,-115.90909090909088,-115.9090909090909,-115.90909090909088
0,4,13,74,15,92,37.87878787878788,74.84848484848484,39.09090909090909,85.75757575757575,5,5,5,5,-122.57575757575756,-122.57575757575756,-122.57575757575756,-122.57575757575756
18,5,88,19,8,66,83.33333333333333,41.515151515151516,34.84848484848485,70.0,5,5,5,5,-114.69696969696969,-114.69696969696969,-114.69696969696969,-114.69696969696966
9,5,83,87,72,82,80.3030303030303,82.72727272727272,73.63636363636364,79.69696969696969,5,5,5,5,-201.36363636363632,-201.36363636363632,-201.36363636363637,-201.36363636363637
11,7,1,14,37,2,30.606060606060606,38.484848484848484,52.42424242424242,31.21212121212121,5,5,5,5,-37.72727272727272,-37.72727272727272,-37.72727272727272,-37.72727272727272
23,2,69,47,74,53,71.81818181818181,58.484848484848484,74.84848484848484,62.121212121212125,5,5,5,5,-152.27272727272725,-152.27272727272725,-152.27272727272725,-152.27272727272725
14,1,16,70,53,77,39.696969696969695,72.42424242424242,62.121212121212125,76.66666666666666,5,5,5,5,-135.9090909090909,-135.9090909090909,-135.9090909090909,-135.90909090909088
21,4,88,20,55,63,83.33333333333333,42.121212121212125,63.333333333333336,68.18181818181819,5,5,5,5,-141.969696969697,-141.969696969697,-141.969696969697,-141.96969696969694
23,7,27,41,85,39,46.36363636363636,54.848484848484844,81.51515151515152,53.63636363636364,5,5,5,5,-121.36363636363637,-121.36363636363637,-121.36363636363637,-121.36363636363637
8,2,65,25,96,58,69.39393939393939,45.151515151515156,88.18181818181819,65.15151515151516,5,5,5,5,-152.87878787878788,-152.87878787878788,-152.87878787878788,-152.87878787878788
19,1,34,13,99,54,50.60606060606061,37.87878787878788,90.0,62.72727272727273,5,5,5,5,-126.21212121212122,-126.21212121212122,-126.21212121212122,-126.21212121212122
16,6,4,56,86,61,32.42424242424242,63.93939393939394,82.12121212121212,66.96969696969697,5,5,5,5,-130.45454545454547,-130.45454545454547,-130.45454545454547,-130.45454545454544
16,3,64,36,44,3,68.78787878787878,51.81818181818182,56.666666666666664,31.81818181818182,5,5,5,5,-94.09090909090907,-94.09090909090907,-94.09090909090907,-94.09090909090907
19,5,39,57,33,59,53.63636363636364,64.54545454545455,50.0,65.75757575757575,5,5,5,5,-118.93939393939394,-118.93939393939394,-118.93939393939394,-118.93939393939394
11,6,75,20,8,74,75.45454545454545,42.121212121212125,34.84848484848485,74.84848484848484,5,5,5,5,-112.27272727272728,-112.27272727272728,-112.27272727272728,-112.27272727272728
6,1,55,81,87,94,63.333333333333336,79.0909090909091,82.72727272727272,86.96969696969697,5,5,5,5,-197.12121212121212,-197.12121212121212,-197.12121212121212,-197.12121212121212
1,6,35,68,7,95,51.21212121212121,71.21212121212122,34.24242424242424,87.57575757575756,5,5,5,5,-129.24242424242425,-129.24242424242425,-129.24242424242425,-129.24242424242425
2,3,44,2,6,90,56.666666666666664,31.21212121212121,33.63636363636364,84.54545454545455,5,5,5,5,-91.06060606060606,-91.06060606060606,-91.06060606060606,-91.06060606060606
16,7,22,86,35,29,43.33333333333333,82.12121212121212,51.21212121212121,47.57575757575758,5,5,5,5,-109.24242424242425,-109.24242424242425,-109.24242424242425,-109.24242424242425
4,1,46,89,17,1,57.878787878787875,83.93939393939394,40.303030303030305,30.606060606060606,5,5,5,5,-97.72727272727272,-97.72727272727272,-97.72727272727272,-97.72727272727275
16,6,30,36,2,61,48.18181818181819,51.81818181818182,31.21212121212121,66.96969696969697,5,5,5,5,-83.18181818181819,-83.18181818181819,-83.18181818181819,-83.18181818181819
23,5,10,87,27,48,36.06060606060606,82.72727272727272,46.36363636363636,59.09090909090909,5,5,5,5,-109.24242424242422,-109.24242424242422,-109.24242424242422,-109.24242424242425
16,5,9,48,69,8,35.45454545454545,59.09090909090909,71.81818181818181,34.84848484848485,5,5,5,5,-86.21212121212122,-86.21212121212122,-86.21212121212122,-86.21212121212122
16,2,66,18,43,91,70.0,40.90909090909091,56.06060606060606,85.15151515151516,5,5,5,5,-137.12121212121212,-137.12121212121212,-137.12121212121212,-137.12121212121212
1,6,13,88,20,30,37.87878787878788,83.33333333333333,42.121212121212125,48.18181818181819,5,5,5,5,-96.51515151515153,-96.51515151515153,-96.5151515151515,-96.5151515151515
1,4,79,84,27,97,77.87878787878788,80.9090909090909,46.36363636363636,88.78787878787878,5,5,5,5,-178.93939393939388,-178.93939393939388,-178.93939393939394,-178.93939393939394
21,6,73,11,53,60,74.24242424242425,36.666666666666664,62.121212121212125,66.36363636363637,5,5,5,5,-124.3939393939394,-124.3939393939394,-124.3939393939394,-124.3939393939394
22,7,92,60,53,78,85.75757575757575,66.36363636363637,62.121212121212125,77.27272727272728,5,5,5,5,-176.5151515151515,-176.5151515151515,-176.5151515151515,-176.5151515151515
4,1,9,40,64,47,35.45454545454545,54.24242424242424,68.78787878787878,58.484848484848484,5,5,5,5,-101.96969696969694,-101.96969696969694,-101.96969696969694,-101.96969696969697
0,1,75,32,99,24,75.45454545454545,49.39393939393939,90.0,44.54545454545455,5,5,5,5,-144.39393939393938,-144.39393939393938,-144.39393939393938,-144.39393939393938
0,7,93,49,20,35,86.36363636363637,59.6969696969697,42.121212121212125,51.21212121212121,5,5,5,5,-124.3939393939394,-124.3939393939394,-124.3939393939394,-124.39393939393943
18,6,0,67,98,7,30.0,70.60606060606061,89.3939393939394,34.24242424242424,5,5,5,5,-109.24242424242425,-109.24242424242425,-109.24242424242425,-109.24242424242428
1,7,4,70,12,72,32.42424242424242,72.42424242424242,37.27272727272727,73.63636363636364,5,5,5,5,-100.75757575757575,-100.75757575757575,-100.75757575757575,-100.75757575757578
20,3,19,85,56,57,41.515151515151516,81.51515151515152,63.93939393939394,64.54545454545455,5,5,5,5,-136.5151515151515,-136.5151515151515,-136.5151515151515,-136.5151515151515
11,7,7,32,48,44,34.24242424242424,49.39393939393939,59.09090909090909,56.666666666666664,5,5,5,5,-84.39393939393938,-84.39393939393938,-84.3939393939394,-84.3939393939394
5,5,42,80,53,61,55.45454545454545,78.48484848484848,62.121212121212125,66.96969696969697,5,5,5,5,-148.030303030303,-148.030303030303,-148.030303030303,-148.030303030303
22,7,75,23,9,38,75.45454545454545,43.93939393939394,35.45454545454545,53.03030303030303,5,5,5,5,-92.87878787878788,-92.87878787878788,-92.87878787878788,-92.87878787878788
3,1,0,60,52,95,30.0,66.36363636363637,61.515151515151516,87.57575757575756,5,5,5,5,-130.45454545454544,-130.45454545454544,-130.45454545454544,-130.45454545454544
22,5,56,60,43,57,63.93939393939394,66.36363636363637,56.06060606060606,64.54545454545455,5,5,5,5,-135.90909090909093,-135.90909090909093,-135.90909090909093,-135.90909090909093
10,1,63,97,46,80,68.18181818181819,88.78787878787878,57.878787878787875,78.48484848484848,5,5,5,5,-178.33333333333331,-178.33333333333331,-178.33333333333331,-178.33333333333337
23,2,83,27,52,98,80.3030303030303,46.36363636363636,61.515151515151516,89.3939393939394,5,5,5,5,-162.57575757575762,-162.57575757575762,-162.57575757575762,-162.57575757575756
16,4,27,57,73,82,46.36363636363636,64.54545454545455,74.24242424242425,79.69696969696969,5,5,5,5,-149.84848484848487,-149.84848484848487,-149.84848484848487,-149.84848484848487
5,1,36,42,45,63,51.81818181818182,55.45454545454545,57.27272727272727,68.18181818181819,5,5,5,5,-117.72727272727275,-117.72727272727275,-117.72727272727275,-117.72727272727272
23,5,46,40,12,43,57.878787878787875,54.24242424242424,37.27272727272727,56.06060606060606,5,5,5,5,-90.45454545454547,-90.45454545454547,-90.45454545454547,-90.45454545454547
4,2,75,38,36,28,75.45454545454545,53.03030303030303,51.81818181818182,46.96969696969697,5,5,5,5,-112.27272727272728,-112.27272727272728,-112.27272727272728,-112.27272727272725
19,1,36,85,23,58,51.81818181818182,81.51515151515152,43.93939393939394,65.15151515151516,5,5,5,5,-127.42424242424244,-127.42424242424244,-127.42424242424241,-127.42424242424244
1,3,48,48,1,70,59.09090909090909,59.09090909090909,30.606060606060606,72.42424242424242,5,5,5,5,-106.21212121212119,-106.21212121212119,-106.21212121212125,-106.21212121212119
5,7,43,16,85,91,56.06060606060606,39.696969696969695,81.51515151515152,85.15151515151516,5,5,5,5,-147.42424242424238,-147.42424242424238,-147.42424242424238,-147.42424242424244
21,4,55,97,80,8,63.333333333333336,88.78787878787878,78.48484848484848,34.84848484848485,5,5,5,5,-150.4545454545455,-150.4545454545455,-150.45454545454544,-150.45454545454544
10,1,27,69,99,91,46.36363636363636,71.81818181818181,90.0,85.15151515151516,5,5,5,5,-178.33333333333337,-178.33333333333337,-178.33333333333337,-178.33333333333331
15,2,78,69,13,5,77.27272727272728,71.81818181818181,37.87878787878788,33.03030303030303,5,5,5,5,-105.0,-105.0,-105.0,-105.0
15,3,5,97,9,28,33.03030303030303,88.78787878787878,35.45454545454545,46.96969696969697,5,5,5,5,-89.24242424242422,-89.24242424242422,-89.24242424242422,-89.24242424242425
0,6,60,64,34,57,66.36363636363637,68.78787878787878,50.60606060606061,64.54545454545455,5,5,5,5,-135.3030303030303,-135.3030303030303,-135.3030303030303,-135.3030303030303
8,2,19,73,24,16,41.515151515151516,74.24242424242425,44.54545454545455,39.696969696969695,5,5,5,5,-85.0,-85.0,-85.0,-85.0
5,7,77,84,2,15,76.66666666666666,80.9090909090909,31.21212121212121,39.09090909090909,5,5,5,5,-112.87878787878788,-112.87878787878788,-112.87878787878788,-112.87878787878788
15,2,1,4,16,86,30.606060606060606,32.42424242424242,39.696969696969695,82.12121212121212,5,5,5,5,-69.84848484848484,-69.84848484848484,-69.84848484848484,-69.84848484848484
2,3,72,1,11,94,73.63636363636364,30.606060606060606,36.666666666666664,86.96969696969697,5,5,5,5,-112.87878787878788,-112.87878787878788,-112.87878787878788,-112.87878787878788
19,2,36,21,53,2,51.81818181818182,42.72727272727273,62.121212121212125,31.21212121212121,5,5,5,5,-72.8787878787879,-72.8787878787879,-72.87878787878788,-72.87878787878788
3,3,19,56,23,20,41.515151515151516,63.93939393939394,43.93939393939394,42.121212121212125,5,5,5,5,-76.5151515151515,-76.5151515151515,-76.5151515151515,-76.5151515151515
18,1,25,65,28,63,45.151515151515156,69.39393939393939,46.96969696969697,68.18181818181819,5,5,5,5,-114.69696969696969,-114.69696969696969,-114.69696969696969,-114.69696969696972
2,3,28,73,42,89,46.96969696969697,74.24242424242425,55.45454545454545,83.93939393939394,5,5,5,5,-145.60606060606062,-145.60606060606062,-145.60606060606062,-145.60606060606062
18,3,0,97,24,35,30.0,88.78787878787878,44.54545454545455,51.21212121212121,5,5,5,5,-99.54545454545453,-99.54545454545453,-99.54545454545453,-99.54545454545456
19,4,34,15,99,85,50.60606060606061,39.09090909090909,90.0,81.51515151515152,5,5,5,5,-146.2121212121212,-146.2121212121212,-146.21212121212125,-146.21212121212125
6,3,69,50,59,61,71.81818181818181,60.303030303030305,65.75757575757575,66.96969696969697,5,5,5,5,-149.84848484848487,-149.84848484848487,-149.84848484848487,-149.84848484848487
19,3,58,38,89,41,65.15151515151516,53.03030303030303,83.93939393939394,54.848484848484844,5,5,5,5,-141.969696969697,-141.969696969697,-141.969696969697,-141.969696969697
8,6,68,85,64,75,71.21212121212122,81.51515151515152,68.78787878787878,75.45454545454545,5,5,5,5,-181.969696969697,-181.969696969697,-181.96969696969694,-181.969696969697
0,1,32,75,83,41,49.39393939393939,75.45454545454545,80.3030303030303,54.848484848484844,5,5,5,5,-145.0,-145.0,-145.0,-145.0
7,7,50,87,27,60,60.303030303030305,82.72727272727272,46.36363636363636,66.36363636363637,5,5,5,5,-140.75757575757575,-140.75757575757575,-140.75757575757575,-140.75757575757575
6,4,77,39,15,12,76.66666666666666,53.63636363636364,39.09090909090909,37.27272727272727,5,5,5,5,-91.66666666666669,-91.66666666666669,-91.66666666666666,-91.66666666666666
17,6,11,37,46,10,36.666666666666664,52.42424242424242,57.878787878787875,36.06060606060606,5,5,5,5,-68.03030303030303,-68.03030303030303,-68.030303030303,-68.030303030303
7,5,19,59,80,53,41.515151515151516,65.75757575757575,78.48484848484848,62.121212121212125,5,5,5,5,-132.87878787878788,-132.87878787878788,-132.87878787878788,-132.87878787878788
0,1,52,58,91,15,61.515151515151516,65.15151515151516,85.15151515151516,39.09090909090909,5,5,5,5,-135.90909090909093,-135.90909090909093,-135.90909090909093,-135.9090909090909
10,1,87,9,57,7,82.72727272727272,35.45454545454545,64.54545454545455,34.24242424242424,5,5,5,5,-101.96969696969697,-101.96969696969697,-101.96969696969694,-101.969696969697
17,5,42,98,75,58,55.45454545454545,89.3939393939394,75.45454545454545,65.15151515151516,5,5,5,5,-170.4545454545455,-170.4545454545455,-170.4545454545455,-170.45454545454544
22,7,97,63,26,56,88.78787878787878,68.18181818181819,45.75757575757576,63.93939393939394,5,5,5,5,-151.66666666666663,-151.66666666666663,-151.66666666666663,-151.66666666666669
9,3,88,62,52,39,83.33333333333333,67.57575757575758,61.515151515151516,53.63636363636364,5,5,5,5,-151.06060606060606,-151.06060606060606,-151.06060606060606,-151.06060606060606
2,6,49,48,41,58,59.6969696969697,59.09090909090909,54.848484848484844,65.15151515151516,5,5,5,5,-123.78787878787878,-123.78787878787878,-123.78787878787878,-123.78787878787881
6,2,28,63,58,1,46.96969696969697,68.18181818181819,65.15151515151516,30.606060606060606,5,5,5,5,-95.9090909090909,-95.9090909090909,-95.9090909090909,-95.9090909090909
15,4,56,31,46,93,63.93939393939394,48.78787878787879,57.878787878787875,86.36363636363637,5,5,5,5,-141.969696969697,-141.969696969697,-141.969696969697,-141.969696969697
15,2,38,6,93,93,53.03030303030303,33.63636363636364,86.36363636363637,86.36363636363637,5,5,5,5,-144.39393939393943,-144.39393939393943,-144.39393939393943,-144.39393939393943
19,5,94,20,33,75,86.96969696969697,42.121212121212125,50.0,75.45454545454545,5,5,5,5,-139.54545454545456,-139.54545454545456,-139.54545454545456,-139.54545454545456
16,1,55,19,36,9,63.333333333333336,41.515151515151516,51.81818181818182,35.45454545454545,5,5,5,5,-77.12121212121212,-77.12121212121212,-77.12121212121212,-77.12121212121212
1,7,42,25,5,43,55.45454545454545,45.151515151515156,33.03030303030303,56.06060606060606,5,5,5,5,-74.69696969696969,-74.69696969696969,-74.69696969696969,-74.69696969696972
0,1,49,67,6,10,59.6969696969697,70.60606060606061,33.63636363636364,36.06060606060606,5,5,5,5,-85.0,-85.0,-85.0,-85.0
15,4,22,85,95,78,43.33333333333333,81.51515151515152,87.57575757575756,77.27272727272728,5,5,5,5,-174.6969696969697,-174.6969696969697,-174.69696969696963,-174.6969696969697
11,1,43,14,95,79,56.06060606060606,38.484848484848484,87.57575757575756,77.87878787878788,5,5,5,5,-145.0,-145.0,-145.0,-145.0
4,1,37,84,24,80,52.42424242424242,80.9090909090909,44.54545454545455,78.48484848484848,5,5,5,5,-141.36363636363637,-141.36363636363637,-141.36363636363637,-141.36363636363637
4,4,83,78,32,89,80.3030303030303,77.27272727272728,49.39393939393939,83.93939393939394,5,5,5,5,-175.90909090909088,-175.90909090909088,-175.90909090909088,-175.90909090909093
22,6,22,85,54,1,43.33333333333333,81.51515151515152,62.72727272727273,30.606060606060606,5,5,5,5,-103.18181818181816,-103.18181818181816,-103.18181818181816,-103.18181818181816
8,6,44,91,57,49,56.666666666666664,85.15151515151516,64.54545454545455,59.6969696969697,5,5,5,5,-151.06060606060606,-151.06060606060606,-151.06060606060606,-151.06060606060606
8,4,51,13,6,11,60.90909090909091,37.87878787878788,33.63636363636364,36.666666666666664,5,5,5,5,-54.09090909090909,-54.09090909090909,-54.09090909090909,-54.090909090909065
2,7,79,26,56,89,77.87878787878788,45.75757575757576,63.93939393939394,83.93939393939394,5,5,5,5,-156.5151515151515,-156.5151515151515,-156.5151515151515,-156.5151515151515
18,5,49,39,11,22,59.6969696969697,53.63636363636364,36.666666666666664,43.33333333333333,5,5,5,5,-78.33333333333331,-78.33333333333331,-78.33333333333331,-78.33333333333334
15,1,7,57,15,17,34.24242424242424,64.54545454545455,39.09090909090909,40.303030303030305,5,5,5,5,-63.18181818181819,-63.18181818181819,-63.18181818181819,-63.18181818181819
15,7,84,27,79,61,80.9090909090909,46.36363636363636,77.87878787878788,66.96969696969697,5,5,5,5,-157.12121212121212,-157.12121212121212,-157.12121212121212,-157.12121212121212
2,1,0,25,42,95,30.0,45.151515151515156,55.45454545454545,87.57575757575756,5,5,5,5,-103.18181818181819,-103.18181818181819,-103.18181818181819,-103.18181818181819
19,5,7,62,99,61,34.24242424242424,67.57575757575758,90.0,66.96969696969697,5,5,5,5,-143.78787878787875,-143.78787878787875,-143.78787878787875,-143.7878787878788
23,6,28,65,76,37,46.96969696969697,69.39393939393939,76.06060606060606,52.42424242424242,5,5,5,5,-129.84848484848487,-129.84848484848487,-129.84848484848487,-129.84848484848484
21,7,95,24,6,66,87.57575757575756,44.54545454545455,33.63636363636364,70.0,5,5,5,5,-120.75757575757575,-120.75757575757575,-120.75757575757575,-120.75757575757575
23,3,4,2,99,37,32.42424242424242,31.21212121212121,90.0,52.42424242424242,5,5,5,5,-91.06060606060606,-91.06060606060606,-91.06060606060606,-91.06060606060606
0,3,85,71,50,66,81.51515151515152,73.03030303030303,60.303030303030305,70.0,5,5,5,5,-169.84848484848487,-169.84848484848487,-169.84848484848487,-169.84848484848482
23,3,46,43,72,93,57.878787878787875,56.06060606060606,73.63636363636364,86.36363636363637,5,5,5,5,-158.93939393939394,-158.93939393939394,-158.93939393939394,-158.93939393939394
19,6,33,96,31,60,50.0,88.18181818181819,48.78787878787879,66.36363636363637,5,5,5,5,-138.33333333333337,-138.33333333333337,-138.33333333333337,-138.33333333333337
10,6,64,41,74,0,68.78787878787878,54.848484848484844,74.84848484848484,30.0,5,5,5,5,-113.48484848484847,-113.48484848484847,-113.48484848484847,-113.48484848484847
16,5,54,98,7,93,62.72727272727273,89.3939393939394,34.24242424242424,86.36363636363637,5,5,5,5,-157.72727272727275,-157.72727272727275,-157.72727272727275,-157.72727272727275
7,1,89,5,96,44,83.93939393939394,33.03030303030303,88.18181818181819,56.666666666666664,5,5,5,5,-146.8181818181818,-146.8181818181818,-146.8181818181818,-146.8181818181818
3,5,42,38,86,95,55.45454545454545,53.03030303030303,82.12121212121212,87.57575757575756,5,5,5,5,-163.1818181818182,-163.1818181818182,-163.18181818181813,-163.18181818181813
5,5,73,51,88,27,74.24242424242425,60.90909090909091,83.33333333333333,46.36363636363636,5,5,5,5,-149.84848484848487,-149.84848484848487,-149.84848484848482,-149.84848484848482
7,6,29,22,71,20,47.57575757575758,43.33333333333333,73.03030303030303,42.121212121212125,5,5,5,5,-91.06060606060606,-91.06060606060606,-91.06060606060606,-91.06060606060606
19,3,81,88,44,12,79.0909090909091,83.33333333333333,56.666666666666664,37.27272727272727,5,5,5,5,-141.36363636363637,-141.36363636363637,-141.36363636363632,-141.36363636363637
2,2,16,49,85,26,39.696969696969695,59.6969696969697,81.51515151515152,45.75757575757576,5,5,5,5,-111.66666666666669,-111.66666666666669,-111.66666666666669,-111.66666666666669
15,1,25,42,58,99,45.151515151515156,55.45454545454545,65.15151515151516,90.0,5,5,5,5,-140.75757575757575,-140.75757575757575,-140.75757575757575,-140.75757575757575
2,6,7,18,3,6,34.24242424242424,40.90909090909091,31.81818181818182,33.63636363636364,5,5,5,5,-25.606060606060623,-25.606060606060623,-25.606060606060623,-25.606060606060595
17,3,46,68,66,21,57.878787878787875,71.21212121212122,70.0,42.72727272727273,5,5,5,5,-126.81818181818181,-126.81818181818181,-126.81818181818181,-126.81818181818181
13,7,75,50,28,73,75.45454545454545,60.303030303030305,46.96969696969697,74.24242424242425,5,5,5,5,-141.969696969697,-141.969696969697,-141.969696969697,-141.969696969697
17,2,90,10,28,52,84.54545454545455,36.06060606060606,46.96969696969697,61.515151515151516,5,5,5,5,-114.09090909090907,-114.09090909090907,-114.09090909090907,-114.0909090909091
1,2,71,11,97,78,73.03030303030303,36.666666666666664,88.78787878787878,77.27272727272728,5,5,5,5,-160.75757575757575,-160.75757575757575,-160.75757575757575,-160.75757575757575
21,6,88,73,97,78,83.33333333333333,74.24242424242425,88.78787878787878,77.27272727272728,5,5,5,5,-208.63636363636363,-208.63636363636363,-208.63636363636363,-208.63636363636363
2,4,45,7,27,3,57.27272727272727,34.24242424242424,46.36363636363636,31.81818181818182,5,5,5,5,-54.69696969696969,-54.69696969696969,-54.69696969696969,-54.69696969696969
15,1,67,23,76,95,70.60606060606061,43.93939393939394,76.06060606060606,87.57575757575756,5,5,5,5,-163.1818181818182,-163.1818181818182,-163.1818181818182,-163.1818181818182
8,2,32,91,78,22,49.39393939393939,85.15151515151516,77.27272727272728,43.33333333333333,5,5,5,5,-140.15151515151518,-140.15151515151518,-140.15151515151518,-140.15151515151513
3,6,0,40,86,69,30.0,54.24242424242424,82.12121212121212,71.81818181818181,5,5,5,5,-123.18181818181819,-123.18181818181819,-123.18181818181819,-123.18181818181819
0,6,18,35,43,87,40.90909090909091,51.21212121212121,56.06060606060606,82.72727272727272,5,5,5,5,-115.9090909090909,-115.9090909090909,-115.9090909090909,-115.9090909090909
3,3,30,84,89,83,48.18181818181819,80.9090909090909,83.93939393939394,80.3030303030303,5,5,5,5,-178.33333333333331,-178.33333333333331,-178.33333333333331,-178.33333333333337
0,7,79,71,3,83,77.87878787878788,73.03030303030303,31.81818181818182,80.3030303030303,5,5,5,5,-148.030303030303,-148.030303030303,-148.030303030303,-148.03030303030306
13,4,13,54,89,75,37.87878787878788,62.72727272727273,83.93939393939394,75.45454545454545,5,5,5,5,-145.0,-145.0,-145.0,-145.0
20,1,52,8,8,32,61.515151515151516,34.84848484848485,34.84848484848485,49.39393939393939,5,5,5,5,-65.60606060606062,-65.60606060606062,-65.60606060606062,-65.6060606060606
15,5,47,46,4,27,58.484848484848484,57.878787878787875,32.42424242424242,46.36363636363636,5,5,5,5,-80.15151515151513,-80.15151515151513,-80.15151515151513,-80.15151515151513
19,7,68,14,55,7,71.21212121212122,38.484848484848484,63.333333333333336,34.24242424242424,5,5,5,5,-92.27272727272728,-92.27272727272728,-92.27272727272731,-92.27272727272728
23,7,89,47,95,0,83.93939393939394,58.484848484848484,87.57575757575756,30.0,5,5,5,5,-145.0,-145.0,-145.0,-145.0
7,3,61,81,83,36,66.96969696969697,79.0909090909091,80.3030303030303,51.81818181818182,5,5,5,5,-163.1818181818182,-163.1818181818182,-163.1818181818182,-163.1818181818182
6,2,91,41,49,62,85.15151515151516,54.848484848484844,59.6969696969697,67.57575757575758,5,5,5,5,-152.27272727272725,-152.27272727272725,-152.2727272727273,-152.2727272727273
2,2,65,59,74,21,69.39393939393939,65.75757575757575,74.84848484848484,42.72727272727273,5,5,5,5,-137.7272727272727,-137.7272727272727,-137.72727272727275,-137.72727272727275
16,3,63,83,14,69,68.18181818181819,80.3030303030303,38.484848484848484,71.81818181818181,5,5,5,5,-143.7878787878788,-143.7878787878788,-143.78787878787875,-143.7878787878788
0,6,69,69,31,20,71.81818181818181,71.81818181818181,48.78787878787879,42.121212121212125,5,5,5,5,-119.54545454545453,-119.54545454545453,-119.54545454545453,-119.54545454545453
15,2,62,11,27,95,67.57575757575758,36.666666666666664,46.36363636363636,87.57575757575756,5,5,5,5,-123.18181818181819,-123.18181818181819,-123.18181818181816,-123.18181818181813
